group,crosswalk_id,scenario,seed,pedestrian_crossing_count,pedestrian_clearance_failure_count,unfinished_crossing_count,ped_wait_time_mean,ped_wait_time_max,veh_delay_mean,veh_avg_delay_sec,network_avg_delay_sec,network_arrived_vehicles,local_500m_avg_delay_sec,local_500m_vehicle_count,local_500m_mean_speed,total_vehicle_arrivals,extension_count,total_extension_sec,pedestrian_green_extension_count,pet_event_count,low_pet_event_count,low_pet_per_100_crossings,pet_min,pet_p10,pet_mean,very_risky_crossing_count,risky_crossing_count,safety_risk_score,accident_risk_estimate,accident_expected_value,elderly_incomplete_crossings,run_label,elapsed_sec,sim_duration,warmup,step_length,ped_link_index,step_count,ped_crossing_presence_steps,ped_crossing_person_count,expected_ped_repeat_count,veh_delay_max,generated_vehicle_count,vehicle_route_count,unique_vehicle_route_count,duplicate_factor,unique_vehicle_route_ratio,used_vehicle_edges,network_departed_vehicles,network_mean_travel_time,network_mean_time_loss,network_vehicle_edge_coverage_ratio,network_teleport_count,network_collision_count,local_500m_mean_time_loss,local_500m_queue_proxy,local_500m_stop_count,surrounding_lane_count,vehicle_bbox_coverage,safe_crossing_count,low_pet_per_100_conflict_candidates,pet_coverage_ratio,average_pedestrian_wait_time,pedestrian_waiting_time_mean,pedestrian_waiting_time,pedestrian_waiting_time_max,max_pedestrian_wait_time,avg_vehicle_delay_sec,surrounding_road_delay_sec,vehicle_delay_cost,avg_queue_length,max_queue_length
current_main_12,NODE_167173,smart,26.0,10.0,0.0,0.0,,,51.76,51.76,,886.0,52.335097567495325,356.0,3.7603964506213887,3470.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,11.400000000000016,0.0,0.0,0.0,0.0,0.0,0.0,smart_26,1408.37,600.0,0.0,0.1,12.0,6000.0,437.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16695.0,3470.0,,,0.5813720798712315,0.0,0.0,135.43981388352407,43.721311475409834,356.0,167.0,1.0,10.0,0.0,1.0,,,,,,,52.335097567495325,,,
current_main_12,NODE_167173,baseline,27.0,10.0,0.0,0.0,,,40.92,40.92,,870.0,41.36176271186441,336.0,4.974843821754321,3466.0,0.0,0.0,0.0,10.0,6.0,60.0,0.0,0.0,2.2099999999999964,4.0,2.0,0.5,0.5,0.5,0.0,baseline_27,1463.15,600.0,0.0,0.1,12.0,6000.0,436.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16518.0,3466.0,,,0.5749336581546092,0.0,0.0,111.7752063817146,30.262295081967213,350.0,167.0,1.0,4.0,150.0,1.0,,,,,,,41.36176271186441,,,
current_main_12,NODE_167173,smart,27.0,10.0,0.0,0.0,,,42.35,42.35,,840.0,42.5962495618647,316.0,5.021768530236084,3465.0,1.0,5.0,1.0,10.0,6.0,60.0,0.0,0.0,2.139999999999998,4.0,2.0,0.5,0.5,0.5,0.0,smart_27,1429.719,600.0,0.0,0.1,12.0,6000.0,437.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16518.0,3465.0,,,0.5705833732109453,0.0,0.0,108.42741094006897,29.327868852459016,315.0,167.0,1.0,4.0,150.0,1.0,,,,,,,42.5962495618647,,,
current_main_12,NODE_167173,baseline,28.0,10.0,0.0,0.0,,,47.65,47.65,,767.0,48.40642954856361,345.0,3.873120977964698,3467.0,0.0,0.0,0.0,10.0,0.0,0.0,11.800000000000011,14.409999999999991,19.79,0.0,0.0,0.0,0.0,0.0,0.0,baseline_28,1486.453,600.0,0.0,0.1,12.0,6000.0,436.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16452.0,3467.0,,,0.5687997563840431,0.0,0.0,134.33374742418758,41.63934426229508,397.0,167.0,1.0,10.0,0.0,1.0,,,,,,,48.40642954856361,,,
current_main_12,NODE_167173,smart,28.0,10.0,0.0,0.0,,,48.29,48.29,,778.0,49.09513869815984,341.0,3.88980651652162,3467.0,1.0,5.0,1.0,10.0,0.0,0.0,11.899999999999975,13.339999999999998,19.79999999999999,0.0,0.0,0.0,0.0,0.0,0.0,smart_28,1488.206,600.0,0.0,0.1,12.0,6000.0,437.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16452.0,3467.0,,,0.5697568190716492,0.0,0.0,133.0197826310921,41.540983606557376,402.0,167.0,1.0,10.0,0.0,1.0,,,,,,,49.09513869815984,,,
current_main_12,NODE_167173,baseline,29.0,10.0,0.0,0.0,,,49.25,49.25,,836.0,49.526427310182456,337.0,4.192456747869468,3473.0,0.0,0.0,0.0,10.0,0.0,0.0,10.600000000000025,13.210000000000004,18.59000000000001,0.0,0.0,0.0,0.0,0.0,0.0,baseline_29,1468.984,600.0,0.0,0.1,12.0,6000.0,436.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,3473.0,,,0.5727150128333406,0.0,0.0,127.87366259722404,38.50819672131148,316.0,167.0,1.0,10.0,0.0,1.0,,,,,,,49.526427310182456,,,
current_main_12,NODE_167173,smart,29.0,10.0,0.0,0.0,,,49.43,49.43,,834.0,49.78597271648873,336.0,4.165210904652492,3471.0,1.0,5.0,1.0,10.0,0.0,0.0,10.699999999999989,12.14000000000001,18.6,0.0,0.0,0.0,0.0,0.0,0.0,smart_29,1475.94,600.0,0.0,0.1,12.0,6000.0,437.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,3471.0,,,0.5732805498760168,0.0,0.0,129.2386528822395,38.34426229508197,315.0,167.0,1.0,10.0,0.0,1.0,,,,,,,49.78597271648873,,,
current_main_12,NODE_167173,baseline,30.0,10.0,0.0,0.0,,,32.22,32.22,,884.0,32.84667609618104,348.0,6.30294339109982,3469.0,0.0,0.0,0.0,10.0,0.0,0.0,3.6000000000000227,6.210000000000003,11.590000000000009,0.0,0.0,0.0,0.0,0.0,0.0,baseline_30,1440.025,600.0,0.0,0.1,12.0,6000.0,436.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16567.0,3469.0,,,0.5759342236916518,0.0,0.0,94.52023325368016,23.639344262295083,406.0,167.0,1.0,10.0,0.0,1.0,,,,,,,32.84667609618104,,,
current_main_12,NODE_167173,smart,30.0,10.0,0.0,0.0,,,31.7,31.7,,892.0,32.13498552821997,348.0,6.340810247342026,3470.0,1.0,5.0,1.0,10.0,0.0,0.0,3.5,4.940000000000021,11.400000000000016,0.0,0.0,0.0,0.0,0.0,0.0,smart_30,1456.774,600.0,0.0,0.1,12.0,6000.0,437.0,10.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16567.0,3470.0,,,0.5778048462174272,0.0,0.0,90.75124208563852,22.852459016393443,402.0,167.0,1.0,10.0,0.0,1.0,,,,,,,32.13498552821997,,,
current_main_12,NODE_5831,baseline,1.0,15.0,0.0,0.0,,,24.37,24.37,,831.0,24.4891426198879,672.0,9.114131450008186,3468.0,0.0,0.0,0.0,15.0,10.0,66.66666666666667,0.0,0.0,1.5733333333333273,10.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,baseline_1,1484.146,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,89.5,12.0,3480.0,3480.0,1.0,1.0,16427.0,3468.0,,,0.5701483447165789,0.0,0.0,125.66371967891816,23.65573770491803,666.0,167.0,1.0,5.0,111.11111111111111,1.0,,,,,,,24.4891426198879,,,
current_main_12,NODE_5831,smart,1.0,15.0,0.0,0.0,,,25.13,25.13,,845.0,25.36744135058101,650.0,9.170097927128229,3467.0,1.0,5.0,1.0,15.0,3.0,20.0,1.1999999999999886,1.1999999999999886,5.199999999999989,3.0,0.0,0.2,0.2,0.2,0.0,smart_1,1437.914,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,90.7,12.0,3480.0,3480.0,1.0,1.0,16427.0,3467.0,,,0.5727585156827772,0.0,0.0,137.3450392071865,22.0655737704918,639.0,167.0,1.0,12.0,33.333333333333336,1.0,,,,,,,25.36744135058101,,,
current_main_12,NODE_5831,baseline,2.0,15.0,0.0,0.0,,,38.32,38.32,,802.0,38.93645652593021,598.0,6.9092572315176985,3462.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0666666666666657,15.0,0.0,1.0,1.0,1.0,0.0,baseline_2,1466.22,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16742.0,3462.0,,,0.5761952407882717,0.0,0.0,146.48167913444132,41.68852459016394,544.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,38.93645652593021,,,
current_main_12,NODE_5831,smart,2.0,15.0,0.0,0.0,,,36.77,36.77,,777.0,37.40710394421443,584.0,7.621137594731326,3459.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0666666666666657,15.0,0.0,1.0,1.0,1.0,0.0,smart_2,1445.385,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16742.0,3459.0,,,0.5743246182624961,0.0,0.0,144.70416033346527,35.16393442622951,450.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,37.40710394421443,,,
current_main_12,NODE_5831,baseline,3.0,15.0,0.0,0.0,,,40.69,40.69,,935.0,41.01204945515507,641.0,7.78041371472785,3468.0,0.0,0.0,0.0,15.0,10.0,66.66666666666667,0.0,0.0,1.893333333333332,7.0,3.0,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.0,baseline_3,1446.404,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,3468.0,,,0.5829381824509505,0.0,0.0,145.65963063795456,38.08196721311475,450.0,167.0,1.0,5.0,111.11111111111111,1.0,,,,,,,41.01204945515507,,,
current_main_12,NODE_5831,smart,3.0,15.0,0.0,0.0,,,41.44,41.44,,923.0,41.908547008547,636.0,7.539699513478919,3466.0,1.0,5.0,1.0,15.0,3.0,20.0,1.7999999999999972,1.7999999999999972,5.799999999999997,0.0,3.0,0.1,0.1,0.1,0.0,smart_3,1408.632,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16585.0,3466.0,,,0.5830686909992604,0.0,0.0,148.86534939708676,39.57377049180328,412.0,167.0,1.0,12.0,33.333333333333336,1.0,,,,,,,41.908547008547,,,
current_main_12,NODE_5831,baseline,4.0,15.0,0.0,0.0,,,21.58,21.58,,887.0,21.72149880414563,597.0,10.429525990938735,3466.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,baseline_4,1483.252,600.0,0.0,0.1,1.0,6000.0,1010.0,15.0,5.0,88.5,12.0,3480.0,3480.0,1.0,1.0,16555.0,3466.0,,,0.577239309174751,0.0,0.0,134.98432952297853,13.81967213114754,442.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,21.72149880414563,,,
current_main_12,NODE_5831,smart,4.0,15.0,0.0,0.0,,,39.33,39.33,,857.0,39.644523859575365,590.0,7.487895239832113,3465.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,smart_4,1455.59,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16555.0,3465.0,,,0.5738895897681298,0.0,0.0,158.71083770497563,36.868852459016395,467.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,39.644523859575365,,,
current_main_12,NODE_5831,baseline,5.0,15.0,0.0,0.0,,,34.83,34.83,,868.0,35.34792382967469,591.0,9.492272729173862,3464.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.3333333333333295,13.0,2.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.0,baseline_5,1464.844,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16582.0,3464.0,,,0.5741506068647496,0.0,0.0,122.27827245598674,25.65573770491803,306.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,35.34792382967469,,,
current_main_12,NODE_5831,smart,5.0,15.0,0.0,0.0,,,42.16,42.16,,855.0,42.66064565718678,588.0,8.736319432987488,3464.0,1.0,5.0,1.0,15.0,9.0,60.0,0.0,0.0,2.5599999999999907,6.0,3.0,0.5,0.5,0.5,0.0,smart_5,1435.347,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16582.0,3464.0,,,0.5747596467568625,0.0,0.0,144.69942281616943,32.16393442622951,269.0,167.0,1.0,6.0,100.0,1.0,,,,,,,42.66064565718678,,,
current_main_12,NODE_5831,baseline,6.0,15.0,0.0,0.0,,,25.14,25.14,,906.0,25.509919901417128,650.0,8.464386712603629,3471.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0533333333333331,15.0,0.0,1.0,1.0,1.0,0.0,baseline_6,1466.296,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16569.0,3471.0,,,0.5788924174533432,0.0,0.0,141.7859587729785,25.983606557377048,638.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,25.509919901417128,,,
current_main_12,NODE_5831,smart,6.0,15.0,0.0,0.0,,,24.26,24.26,,896.0,24.778606645230443,644.0,8.718732294905148,3472.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0533333333333331,15.0,0.0,1.0,1.0,1.0,0.0,smart_6,1434.209,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16569.0,3472.0,,,0.5790229260016531,0.0,0.0,141.18010428842476,24.60655737704918,642.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,24.778606645230443,,,
current_main_12,NODE_5831,baseline,7.0,15.0,0.0,0.0,,,27.98,27.98,,870.0,28.43174900491688,607.0,8.819570908910721,3467.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,baseline_7,1436.597,600.0,0.0,0.1,1.0,6000.0,1010.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16562.0,3467.0,,,0.5721929786401009,0.0,0.0,121.7317062758076,25.9344262295082,547.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,28.43174900491688,,,
current_main_12,NODE_5831,smart,7.0,15.0,0.0,0.0,,,22.26,22.26,,877.0,22.282595870206492,624.0,9.90169359818124,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,smart_7,1406.471,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16562.0,3466.0,,,0.5749336581546092,0.0,0.0,115.55244835475668,18.327868852459016,536.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,22.282595870206492,,,
current_main_12,NODE_5831,baseline,8.0,15.0,0.0,0.0,,,22.81,22.81,,894.0,23.22996545768567,675.0,9.116143458318554,3464.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,16.266666666666666,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_8,1453.654,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16618.0,3464.0,,,0.5779353547657372,0.0,0.0,130.6833645008666,21.901639344262296,631.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,23.22996545768567,,,
current_main_12,NODE_5831,smart,8.0,15.0,0.0,0.0,,,22.87,22.87,,878.0,23.097948260481715,669.0,9.634156324179427,3463.0,1.0,5.0,1.0,15.0,0.0,0.0,23.5,24.62000000000001,28.226666666666674,0.0,0.0,0.0,0.0,0.0,0.0,smart_8,1418.96,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16618.0,3463.0,,,0.5744551268108061,0.0,0.0,125.71451461457818,21.081967213114755,584.0,167.0,1.0,15.0,0.0,1.0,,,,,,,23.097948260481715,,,
current_main_12,NODE_5831,baseline,9.0,15.0,0.0,0.0,,,23.9,23.9,,929.0,23.935902826442423,618.0,9.520324386851854,3467.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,7.759999999999996,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_9,1438.408,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,99.7,12.0,3480.0,3480.0,1.0,1.0,16613.0,3467.0,,,0.5808935485274286,0.0,0.0,128.53650997385685,17.885245901639344,554.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,23.935902826442423,,,
current_main_12,NODE_5831,smart,9.0,15.0,0.0,0.0,,,21.38,21.38,,933.0,21.571770700636947,616.0,10.144993965460252,3469.0,1.0,5.0,1.0,15.0,0.0,0.0,11.899999999999991,12.779999999999998,14.253333333333329,0.0,0.0,0.0,0.0,0.0,0.0,smart_9,1394.256,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,90.1,12.0,3480.0,3480.0,1.0,1.0,16613.0,3469.0,,,0.5808500456779919,0.0,0.0,130.2769276267841,15.688524590163937,512.0,167.0,1.0,15.0,0.0,1.0,,,,,,,21.571770700636947,,,
current_main_12,NODE_5831,baseline,10.0,15.0,0.0,0.0,,,23.31,23.31,,799.0,23.55390508618855,670.0,8.865442607967237,3463.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,baseline_10,1483.755,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16573.0,3463.0,,,0.5713229216513681,0.0,0.0,130.46663809035232,21.672131147540984,561.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,23.55390508618855,,,
current_main_12,NODE_5831,smart,10.0,15.0,0.0,0.0,,,41.86,41.86,,799.0,42.436427221172025,653.0,6.924401963817552,3464.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0466666666666668,15.0,0.0,1.0,1.0,1.0,0.0,smart_10,1454.378,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16573.0,3464.0,,,0.5702353504154523,0.0,0.0,148.75985952993463,46.09836065573771,458.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,42.436427221172025,,,
current_main_12,NODE_5831,baseline,11.0,15.0,0.0,0.0,,,19.87,19.87,,854.0,19.75759493670886,594.0,11.21685375792309,3464.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,baseline_11,1458.646,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,92.0,12.0,3480.0,3480.0,1.0,1.0,16669.0,3464.0,,,0.5824596511071475,0.0,0.0,116.85644004887509,11.852459016393444,402.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,19.75759493670886,,,
current_main_12,NODE_5831,smart,11.0,15.0,0.0,0.0,,,37.54,37.54,,816.0,38.32868140054631,501.0,7.28032484024857,3463.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,smart_11,1442.598,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16669.0,3463.0,,,0.5786314003567233,0.0,0.0,138.65808793975893,33.77049180327869,431.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,38.32868140054631,,,
current_main_12,NODE_5831,baseline,12.0,15.0,0.0,0.0,,,50.13,50.13,,763.0,50.77516975103182,736.0,4.3892406322496,3466.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.1666666666666666,15.0,0.0,1.0,1.0,1.0,0.0,baseline_12,1486.087,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16412.0,3466.0,,,0.5642319571931962,0.0,0.0,178.26012084012785,79.68852459016394,630.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,50.77516975103182,,,
current_main_12,NODE_5831,smart,12.0,15.0,0.0,0.0,,,49.2,49.2,,780.0,49.79546133985595,741.0,4.530541467913559,3466.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.1666666666666666,15.0,0.0,1.0,1.0,1.0,0.0,smart_12,1468.988,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16412.0,3466.0,,,0.5644059685909427,0.0,0.0,177.22146220756343,76.77049180327869,626.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,49.79546133985595,,,
current_main_12,NODE_5831,baseline,13.0,15.0,0.0,0.0,,,27.06,27.06,,829.0,27.180877676489292,645.0,9.0644571593004,3467.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.5533333333333341,12.0,3.0,0.9,0.9,0.9,0.0,baseline_13,1497.936,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16673.0,3467.0,,,0.5728455213816505,0.0,0.0,130.23191658834895,24.81967213114754,581.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,27.180877676489292,,,
current_main_12,NODE_5831,smart,13.0,15.0,0.0,0.0,,,22.94,22.94,,840.0,23.166255881693928,643.0,9.126236005188584,3468.0,1.0,5.0,1.0,15.0,15.0,100.0,0.0,0.0,0.5533333333333341,12.0,3.0,0.9,0.9,0.9,0.0,smart_13,1422.755,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,95.2,12.0,3480.0,3480.0,1.0,1.0,16673.0,3468.0,,,0.5744551268108061,0.0,0.0,133.926514018828,20.27868852459016,584.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,23.166255881693928,,,
current_main_12,NODE_5831,baseline,14.0,15.0,0.0,0.0,,,39.39,39.39,,862.0,39.89781132075472,614.0,6.9109193080421845,3470.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,20.85333333333334,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_14,1484.796,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16487.0,3470.0,,,0.5733240527254535,0.0,0.0,152.73140134096366,44.540983606557376,569.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,39.89781132075472,,,
current_main_12,NODE_5831,smart,14.0,15.0,0.0,0.0,,,40.17,40.17,,867.0,40.85649654140961,640.0,7.015884414775875,3473.0,1.0,5.0,1.0,15.0,0.0,0.0,31.5,32.62000000000001,36.226666666666674,0.0,0.0,0.0,0.0,0.0,0.0,smart_14,1425.787,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16487.0,3473.0,,,0.5719754643929177,0.0,0.0,157.75631173241854,45.21311475409836,556.0,167.0,1.0,15.0,0.0,1.0,,,,,,,40.85649654140961,,,
current_main_12,NODE_5831,baseline,15.0,15.0,0.0,0.0,,,43.55,43.55,,882.0,43.948034357449615,657.0,6.212816296763105,3469.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,12.106666666666667,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_15,1452.299,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16622.0,3469.0,,,0.5762387436377082,0.0,0.0,163.13671281551822,53.18032786885246,615.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,43.948034357449615,,,
current_main_12,NODE_5831,smart,15.0,15.0,0.0,0.0,,,40.5,40.5,,896.0,40.82554134697357,660.0,6.554725136116323,3466.0,1.0,5.0,1.0,15.0,0.0,0.0,15.599999999999994,16.720000000000006,20.326666666666664,0.0,0.0,0.0,0.0,0.0,0.0,smart_15,1393.654,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16622.0,3466.0,,,0.5774568234219342,0.0,0.0,155.97349770420738,49.18032786885246,576.0,167.0,1.0,15.0,0.0,1.0,,,,,,,40.82554134697357,,,
current_main_12,NODE_5831,baseline,16.0,15.0,0.0,0.0,,,21.18,21.18,,832.0,21.132323013639315,686.0,9.953787752433955,3462.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,5.0666666666666655,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_16,1456.0,600.0,0.0,0.1,1.0,6000.0,1010.0,15.0,5.0,89.5,12.0,3480.0,3480.0,1.0,1.0,16563.0,3462.0,,,0.5712359159524949,0.0,0.0,120.6641514073491,17.885245901639344,560.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,21.132323013639315,,,
current_main_12,NODE_5831,smart,16.0,15.0,0.0,0.0,,,22.44,22.44,,872.0,22.71161387631976,662.0,9.493297275352107,3465.0,1.0,5.0,1.0,15.0,1.0,6.666666666666667,2.3999999999999915,3.520000000000002,7.126666666666665,0.0,1.0,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0,smart_16,1437.64,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16563.0,3465.0,,,0.5745421325096793,0.0,0.0,126.58673385237938,20.59016393442623,584.0,167.0,1.0,14.0,11.11111111111111,1.0,,,,,,,22.71161387631976,,,
current_main_12,NODE_5831,baseline,17.0,15.0,0.0,0.0,,,38.82,38.82,,851.0,39.621552829152165,646.0,6.689795984999013,3468.0,0.0,0.0,0.0,15.0,7.0,46.666666666666664,0.0,0.0,3.640000000000001,7.0,0.0,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,baseline_17,1463.601,600.0,0.0,0.1,1.0,6000.0,1002.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16571.0,3468.0,,,0.5745421325096793,0.0,0.0,136.34436130749103,46.22950819672131,582.0,167.0,1.0,8.0,77.77777777777777,1.0,,,,,,,39.621552829152165,,,
current_main_12,NODE_5831,smart,17.0,15.0,0.0,0.0,,,38.74,38.74,,856.0,39.262284730195184,645.0,6.916659851552374,3468.0,1.0,5.0,1.0,15.0,4.0,26.666666666666668,0.5999999999999943,1.7200000000000046,4.860000000000001,2.0,2.0,0.2,0.2,0.2,0.0,smart_17,1461.562,600.0,0.0,0.1,1.0,6000.0,148.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16571.0,3468.0,,,0.5758472179927785,0.0,0.0,145.21247235999218,43.22950819672131,553.0,167.0,1.0,11.0,44.44444444444444,1.0,,,,,,,39.262284730195184,,,
current_main_12,NODE_5831,baseline,18.0,15.0,0.0,0.0,,,26.47,26.47,,831.0,26.981772268135902,652.0,8.882892499668763,3468.0,0.0,0.0,0.0,15.0,15.0,100.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,baseline_18,1455.895,600.0,0.0,0.1,1.0,6000.0,1010.0,15.0,5.0,100.0,12.0,3480.0,3480.0,1.0,1.0,16467.0,3468.0,,,0.5688432592334798,0.0,0.0,133.78851392012874,23.262295081967213,499.0,167.0,1.0,0.0,166.66666666666666,1.0,,,,,,,26.981772268135902,,,
